# Built 2026-09-23 on gps3, together with the file beside it, by ONE command:
#   scripts/build_crd_catalog.py --root /srv/gnss-archive --root $P \
#       --rinex <listing of every RINEX path in the archive, 480,178 lines> \
#       -o docs/bern52/crd_catalog.csv --clusters-out docs/bern52/crd_clusters.csv
# Both files must come from the same invocation: --rinex adds sites that only
# RINEX headers cover, so a run without it yields fewer sites in both.
# One row per distinct MONUMENT, not per site code. A code
# naming two physical marks appears twice. Judge a real
# collision by cluster SIZE and RATIO -- see _cluster_row().
site,cluster,of_clusters,n_rows,n_files,x,y,z,lat,lon,height,spread_m,best_kind,frames
TEMP,12,17,5,5,-3477441.4466,5222655.1824,1141950.7357,10.3829468,123.6571785,73.266,1.81,RNXHDR,
TEMP,13,17,4,4,-3599865.4106,5199831.7994,827669.8998,7.5056310,124.6950184,494.172,0.00,RNXHDR,
TEMP,14,17,4,4,-3597724.9783,5215290.3069,732107.9890,6.6353363,124.5995324,144.295,0.00,RNXHDR,
TEMP,15,17,4,4,-3504771.9709,5190573.4340,1202672.6650,10.9415374,124.0279554,79.734,0.73,RNXHDR,
TEMP,16,17,1,1,-3450240.9446,5188621.3538,1357646.5462,12.3720311,123.6224341,74.379,0.00,RNXHDR,
TEMP,17,17,1,1,-3087542.3504,5297592.8112,1750208.8950,16.0325938,120.2344821,51.066,0.00,RNXHDR,
TERC,1,1,2,2,4434022.2118,-2274181.0498,3968280.1909,38.7189939,-27.1529914,406.863,0.00,REFERENCE,ITRF2014_0
TERS,1,1,19,11,3798580.6626,346993.9647,5094780.9677,53.3627380,5.2193877,56.094,0.24,REFERENCE,IGS00|IGS97|ITRF2014_0|ITRF97
TESD,1,1,53,53,-3189209.6189,5295357.9168,1574167.0717,14.3792503,121.0590909,2033.104,0.00,RNX2SNX,ITRF00|ITRF2005
TETN,1,1,2,2,5171749.5154,-485505.9561,3688771.0476,35.5616447,-5.3630121,63.730,0.00,REFERENCE,ITRF2014_0
TFNO,1,1,2,2,-2451194.5950,-3385217.2923,4801784.8358,49.1541428,-125.9078394,-3.867,0.00,REFERENCE,ITRF2014_0
TGBF,1,1,2,2,3770680.3087,446150.5173,5107675.8694,53.5574267,6.7479184,48.798,0.00,REFERENCE,ITRF2014_0
TGBU,1,1,2,2,3701580.9502,576949.9988,5144738.1552,54.1217357,8.8591713,51.246,0.00,REFERENCE,ITRF2014_0
TGCV,1,1,4,4,5624175.6237,-2385323.6927,1826873.6609,16.7547724,-22.9827576,35.204,0.00,REFERENCE,IGS00
TGDA,1,1,2,2,3648811.9471,557503.0267,5184159.5032,54.7305074,8.6870550,50.358,0.00,REFERENCE,ITRF2014_0
TGDE,1,1,2,2,3358080.8284,445364.9805,5386152.9728,58.0063774,7.5547559,45.844,0.00,REFERENCE,ITRF2014_0
TGDN,1,2,1301,1301,-3092681.8691,5261789.9098,1845872.9785,16.9340942,120.4454080,54.294,5.55,RNX2SNX,IGS14|IGS20|ITRF2005
TGDN,2,2,1,1,-3184291.5246,5287323.5695,1602898.5566,14.6519292,121.0584605,115.283,0.00,COORDINATE,ITRF2005
TGEM,1,1,2,2,3786730.6312,477454.2305,5093051.7942,53.3367700,7.1862817,51.111,0.00,REFERENCE,ITRF2014_0
TGKN,1,1,2,2,3788865.1037,467273.8866,5092415.8045,53.3271717,7.0306832,53.515,0.00,REFERENCE,ITRF2014_0
TGME,1,1,2,2,3740165.0783,531813.9365,5121826.8416,53.7717100,8.0926368,73.328,0.00,REFERENCE,ITRF2014_0
TGRC,1,1,2,2,4838809.0072,1355666.7794,3914997.4944,38.1083228,15.6510329,139.083,0.00,REFERENCE,ITRF2014_0
THTG,1,1,268,268,-5246415.5523,-3077260.2988,-1913841.5885,-17.5770562,-149.6064465,97.999,0.77,RNX2SNX,IGS20|IGS20_0
THTI,1,1,771,767,-5246416.3744,-3077258.9679,-1913841.5389,-17.5770557,-149.6064613,98.018,2.12,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
THU1,1,1,346,346,538980.7904,-1388714.9199,6181005.2711,76.5373382,-68.7880310,55.114,0.67,RNX2SNX,IGS00|IGS08|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
THU2,1,1,764,764,538093.0953,-1389088.1508,6180979.3847,76.5370484,-68.8250544,36.241,0.65,RNX2SNX,IGS00|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0
THU3,1,1,687,687,538093.0950,-1389088.1505,6180979.3842,76.5370484,-68.8250544,36.241,0.60,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGb08|ITRF00|ITRF2005|ITRF2014_0
TIAN,1,1,53,53,-2986842.0830,4982610.7066,2625465.1845,24.4650412,120.9407160,511.334,0.00,RNX2SNX,ITRF00|ITRF2005
TIBB,1,1,2,2,-2704026.9129,-4253049.9800,3895879.2811,37.8908755,-122.4476034,-21.084,0.00,REFERENCE,ITRF2014_0
TID1,1,1,756,756,-4460997.1574,2682557.0885,-3674442.3934,-35.3991945,148.9800023,665.319,1.48,RNX2SNX,IGS14|IGS14_0|IGS20|IGS20_0|IGb08|ITRF00|ITRF2005|ITRF2014_0
TID2,1,1,695,695,-4460997.1581,2682557.0885,-3674442.3938,-35.3991945,148.9800023,665.319,1.68,RNX2SNX,IGS00|IGS14|IGS14_0|IGS20|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
TIDB,1,1,790,772,-4460997.1579,2682557.0885,-3674442.3943,-35.3991945,148.9800023,665.320,1.68,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
TIGZ,1,1,8,8,4075582.3464,931722.9297,4801581.3292,49.1444625,12.8771559,658.070,0.04,REFERENCE,IGS00|IGS97
TIMM,1,1,2,2,2182031.1821,-1984531.6691,5636567.4395,62.5355424,-42.2861504,313.265,0.00,REFERENCE,ITRF2014_0
TITZ,1,1,2,2,3993780.5292,450206.8017,4936136.9486,51.0353064,6.4316286,156.178,0.00,REFERENCE,ITRF2014_0
TIXG,1,1,628,628,-1264873.6045,1569455.7444,6031003.3705,71.6344715,128.8664302,47.078,0.42,RNX2SNX,IGS14|IGS14_0|IGS20|IGb08|ITRF2014_0
TIXI,1,1,767,767,-1264873.6039,1569455.7447,6031003.3706,71.6344715,128.8664302,47.078,0.60,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
TIXJ,1,1,2,2,-1264873.1830,1569457.2239,6031003.0725,71.6344631,128.8663945,47.075,0.00,REFERENCE,ITRF2014_0
TLSE,1,1,766,766,4627851.5874,119640.4085,4372993.7875,43.5606977,1.4808954,207.181,0.74,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0
TLSY,1,1,56,56,-3362468.5082,5192711.9359,1547576.7027,14.1358216,122.9245148,74.836,0.01,RNX2SNX,IGS14|IGS20
TMAM,1,1,53,53,-3034565.0380,5048869.4975,2437552.2838,22.6160994,121.0074885,58.101,0.00,RNX2SNX,ITRF00|ITRF2005
TMGO,1,1,2,2,-1283387.8219,-4713015.4500,4090190.2842,40.1309348,-105.2327117,1672.967,0.00,REFERENCE,ITRF2014_0
TMLM,1,1,246,246,-3034565.2690,5048871.0266,2437550.6654,22.6160810,121.0074827,58.798,0.10,OTHER,WGS-84
TN01,1,1,2,2,5386836.3805,-1569217.3317,3023119.1062,28.4771846,-16.2411541,51.755,0.00,REFERENCE,ITRF2014_0
TN22,1,1,2,2,419473.0377,-5188697.5030,3673388.6457,35.3904843,-85.3780541,206.194,0.00,REFERENCE,ITRF2014_0
TNDG,1,20,1115,1115,-3721894.0491,5082455.0049,995559.4081,9.0401383,126.2154079,80.809,9.03,RNX2SNX,IGS14|IGS20|ITRF2005
TNDG,2,20,4,4,-3729225.6116,5076852.3674,1019334.1656,9.2525607,126.2993168,3680.478,296.76,GPSEST,ITRF2005
TNDG,3,20,2,2,-3757056.6639,5068836.5469,1008543.8323,9.1418330,126.5460979,11900.690,0.00,GPSEST,ITRF2005
TNDG,4,20,2,2,-3726920.1433,5081275.5301,1001314.8479,9.0886372,126.2586140,2982.043,0.00,GPSEST,ITRF2005
TNDG,5,20,2,2,-3732829.7118,5082672.2952,1005733.3322,9.1214403,126.2944037,8245.622,0.00,GPSEST,ITRF2005
TNDG,6,20,2,2,-3735305.2988,5082222.9829,997797.7247,9.0491087,126.3149452,8082.360,0.00,GPSEST,ITRF2005
TNDG,7,20,2,2,-3746055.7627,5076654.9997,1011981.1336,9.1728230,126.4235579,12195.877,0.00,GPSEST,ITRF2005
TNDG,8,20,2,2,-3726327.1370,5080137.7953,1010527.1241,9.1726523,126.2603848,3191.834,0.00,GPSEST,ITRF2005
TNDG,9,20,2,2,-3718569.5018,5078326.8185,1013559.5988,9.2084471,126.2131938,-2292.626,0.00,GPSEST,ITRF2005
TNDG,10,20,2,2,-3726974.4321,5084105.8151,1016107.0127,9.2172398,126.2437976,7620.106,0.00,GPSEST,ITRF2005
TNDG,11,20,2,2,-3728825.9041,5075273.2202,1026577.5369,9.3193570,126.3048911,3359.772,0.00,GPSEST,ITRF2005
TNDG,12,20,2,2,-3715385.4110,5077079.0853,1029079.9220,9.3512006,126.1965110,-2639.653,0.00,GPSEST,ITRF2005
TNDG,13,20,2,2,-3737035.8233,5075724.2998,1046190.6608,9.4863814,126.3626057,11721.501,0.00,GPSEST,ITRF2005
TNDG,14,20,2,2,-3729408.4009,5076104.9964,1027042.3113,9.3220155,126.3046814,4436.840,0.00,GPSEST,ITRF2005
TNDG,15,20,2,2,-3731569.4454,5081178.8683,1019423.6699,9.2462817,126.2932063,8505.960,0.00,GPSEST,ITRF2005
TNDG,16,20,2,2,-3733991.3103,5076025.5290,1035758.9283,9.3958038,126.3386900,8469.555,0.00,GPSEST,ITRF2005
TNDG,17,20,2,2,-3734775.6422,5078511.1453,1026193.8336,9.3069728,126.3310457,9349.600,0.00,GPSEST,ITRF2005
TNDG,18,20,2,2,-3725688.9902,5080173.4894,1004815.3067,9.1221878,126.2555131,1939.599,0.00,GPSEST,ITRF2005
TNDG,19,20,2,2,-3730175.5923,5081175.7962,1011876.0496,9.1801971,126.2830111,6480.767,0.00,GPSEST,ITRF2005
TNDG,20,20,2,2,-3724467.9672,5079567.2693,1003437.5086,9.1116248,126.2498177,525.670,0.00,GPSEST,ITRF2005
TNDR,1,1,53,53,-2973386.6919,5072157.0339,2464311.2155,22.8780564,120.3795738,72.977,0.00,RNX2SNX,ITRF00|ITRF2005
TNHS,1,1,52,52,-3181508.6734,5287998.0122,1606098.2412,14.6818667,121.0330972,96.031,0.00,RNX2SNX,ITRF00
TNML,1,9,2624,2624,-2982779.4304,4966662.6552,2658805.6455,24.7979534,120.9873474,76.004,198.84,RNX2SNX,IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGb08|ITRF00|ITRF2005|ITRF2014_0
TNML,2,9,2,2,-3004060.5317,4964560.5251,2656336.4292,24.7429969,121.1781742,7382.830,0.00,GPSEST,ITRF2005
TNML,3,9,2,2,-2988318.4810,4966096.6440,2674097.0889,24.9141431,121.0371702,8652.922,0.00,GPSEST,ITRF2005
TNML,4,9,2,2,-2981951.5617,4968429.0720,2678133.5709,24.9520062,120.9713375,9193.454,0.00,GPSEST,ITRF2005
TNML,5,9,2,2,-2989444.3774,4970891.6594,2679880.3940,24.9435896,121.0222789,15342.885,0.00,GPSEST,ITRF2005
TNML,6,9,2,2,-2978588.8820,4965054.5275,2693017.2392,25.0911878,120.9599904,11298.827,0.00,GPSEST,ITRF2005
TNML,7,9,2,2,-2991592.7816,4963978.1053,2683267.6748,24.9895574,121.0757035,12407.615,0.00,GPSEST,ITRF2005
TNML,8,9,2,2,-2987332.2651,4966509.9257,2668590.4312,24.8696875,121.0267099,6195.182,0.00,GPSEST,ITRF2005
TNML,9,9,2,2,-2992137.6471,4967478.3567,2675334.4359,24.9122844,121.0624635,12034.297,0.00,GPSEST,ITRF2005
TNSM,1,1,198,198,-2684180.8715,5331205.6965,2240635.6889,20.7026424,116.7245585,18.268,0.07,OTHER,WGS-84
TOF1,1,1,14,14,-3556132.2755,5150000.7838,1228965.5993,11.1826858,124.6255062,665.337,0.02,GPSEST,ITRF2005
TOFN,1,1,53,53,-2980616.4007,4975357.5540,2645154.7228,24.6620612,120.9248056,127.237,0.00,RNX2SNX,ITRF00|ITRF2005
TOLF,1,1,2,2,4638873.2495,986019.1797,4251128.1446,42.0640135,11.9999555,362.759,0.00,REFERENCE,ITRF2014_0
TONA,1,1,239,239,-3559635.2343,5149502.4433,1220801.1051,11.1075131,124.6544805,638.508,103.89,GPSEST,ITRF2005
TONF,1,1,313,313,-3556132.5025,5150001.3108,1228966.0008,11.1826884,124.6255052,665.967,351.97,GPSEST,ITRF2005
TONG,1,1,2,2,-5930303.6409,-500147.8219,-2286366.2133,-21.1447132,-175.1792173,56.301,0.00,REFERENCE,ITRF2014_0
TONU,1,1,24,24,-3565163.2501,5144038.8537,1226892.1593,11.1638869,124.7245501,493.968,15.50,GPSEST,ITRF2005
TONW,1,1,97,97,-3557621.3187,5149680.8215,1225062.7790,11.1470537,124.6383870,481.545,527.99,GPSEST,ITRF2005
TOPL,1,1,270,270,4174345.5773,-4690236.8050,-1118921.1143,-10.1710507,-48.3306800,256.540,0.19,RNX2SNX,IGS20|IGS20_0|ITRF2014_0
TORI,1,1,2,2,4472544.2823,601634.4367,4492545.2569,45.0633682,7.6612826,310.741,0.00,REFERENCE,ITRF2014_0
TORP,1,1,2,2,-2517894.6058,-4670259.8421,3527827.6563,33.7977984,-118.3306043,-5.209,0.00,REFERENCE,ITRF2014_0
TORS,1,1,2,2,2979075.6133,-353362.1914,5609834.8805,62.0232968,-6.7645161,114.605,0.00,REFERENCE,ITRF2014_0
TOUL,1,1,762,762,4627845.7856,119629.7186,4373000.0623,43.5607763,1.4807650,207.102,0.73,RNX2SNX,IGS00|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|ITRF00|ITRF2005|ITRF2014_0|ITRF97
TOW2,1,1,767,767,-5054583.5677,3275504.0335,-2091538.1856,-19.2692697,147.0556937,88.100,1.82,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
TRAB,1,1,758,758,3705249.8978,3084421.9773,4162044.9765,40.9947105,39.7755677,99.279,0.73,RNX2SNX,IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGb08|ITRF00|ITRF2005|ITRF2014_0
TRAK,1,1,2,2,-2480029.3997,-4703110.6797,3511298.6455,33.6179353,-117.8034358,115.525,0.00,REFERENCE,ITRF2014_0
TRC3,1,1,63,63,-3107842.1631,5300617.4750,1705192.6212,15.6095267,120.3838211,146.959,46.60,GPSEST,ITRF2005
TRDS,1,1,2,2,2820170.7455,513486.1068,5678935.9983,63.3713845,10.3191587,317.757,0.00,REFERENCE,ITRF2014_0
TREO,1,1,2,2,2082987.4295,-1834790.7065,5723297.7517,64.2770689,-41.3750765,121.882,0.00,REFERENCE,ITRF2014_0
TRIE,1,1,2,2,4333581.6420,1061504.6777,4543010.6922,45.7097578,13.7635214,323.409,0.00,REFERENCE,ITRF2014_0
TRIN,1,1,619,619,-3543089.6132,5185584.4484,1108922.0560,10.0794932,124.3431365,88.906,0.11,RNX2SNX,IGS14|IGS20
TRL1,1,1,12,12,-3129785.8563,5293310.1759,1687594.0104,15.4445909,120.5946343,96.242,2.15,GPSEST,ITRF2005
TRLC,1,1,314,314,-3128662.1431,5292548.0799,1692048.3663,15.4863468,120.5892347,100.587,0.05,GPSEST,ITRF2005
TRO1,1,1,767,767,2102928.1303,721619.6559,5958196.4209,69.6627209,18.9396544,138.148,0.61,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
TROM,1,1,781,772,2102939.8436,721569.6573,5958192.3279,69.6627514,18.9383376,132.521,51.16,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
TRON,1,1,29,11,2820170.9828,513485.9507,5678935.8954,63.3713825,10.3191548,317.757,0.30,REFERENCE,IGS00|IGS97|ITRF2014_0|ITRF97
TRSA,1,1,52,52,-3199432.1562,5281215.7073,1592891.7393,14.5584871,121.2080499,108.011,0.00,RNX2SNX,ITRF00
TSHI,1,1,53,53,-3027243.9232,4914415.5021,2704863.5943,25.2569273,121.6327648,50.851,0.00,RNX2SNX,ITRF00|ITRF2005
TSHO,1,1,48,48,-2970361.2483,5072618.4988,2466978.2062,22.9042158,120.3518591,68.223,0.04,OTHER,WGS-84
TSIO,1,1,53,53,-2965850.3565,4994246.3014,2626061.2390,24.4727940,120.7041043,63.257,0.00,RNX2SNX,ITRF00|ITRF2005
TSK2,1,1,2,2,-3957184.4466,3310231.2332,3737703.9388,36.1055764,140.0871226,69.874,0.00,REFERENCE,ITRF2014_0
TSKB,1,12,7936,7933,-3957199.2448,3310199.6830,3737711.6402,36.1056797,140.0874968,67.228,276.08,RNX2SNX,IGS00|IGS08|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97|WGS-84
TSKB,2,12,2,2,-3963468.7745,3311407.0198,3743818.8366,36.1204713,140.1218491,8178.130,0.00,GPSEST,ITRF2005
TSKB,3,12,2,2,-3969356.5056,3313310.9883,3747614.8865,36.1176211,140.1474895,15052.153,0.00,GPSEST,ITRF2005
TSKB,4,12,2,2,-3970224.9254,3310703.5290,3739566.4781,36.0644383,140.1758437,9500.103,0.00,GPSEST,ITRF2005
TSKB,5,12,2,2,-3978855.9277,3308326.6094,3735005.6530,36.0041958,140.2572611,10950.753,0.00,GPSEST,ITRF2005
TSKB,6,12,2,2,-3963049.3387,3310503.3922,3753017.7433,36.1920802,140.1265595,12877.730,0.00,GPSEST,ITRF2005
TSKB,7,12,2,2,-3957457.0666,3313541.9618,3757504.3249,36.2370697,140.0608754,13640.146,0.00,GPSEST,ITRF2005
TSKB,8,12,2,2,-3962457.6631,3313562.9686,3757266.5137,36.2148968,140.0963059,16604.215,0.00,GPSEST,ITRF2005
TSKB,9,12,2,2,-3952733.1434,3310782.0361,3771366.8907,36.3662115,140.0506908,17500.465,0.00,GPSEST,ITRF2005
TSKB,10,12,2,2,-3961444.2336,3309942.5764,3747046.2838,36.1571619,140.1199154,8068.507,0.00,GPSEST,ITRF2005
TSKB,11,12,2,2,-3966361.4661,3311876.0550,3753677.4306,36.1787012,140.1384230,16029.183,0.00,GPSEST,ITRF2005
TSKB,12,12,2,2,-3960408.6634,3309606.7898,3745942.7597,36.1545051,140.1154049,6601.981,0.00,GPSEST,ITRF2005
TUA2,1,1,56,56,-3171161.5595,5183968.5134,1930495.4259,17.7350011,121.4551552,85.658,0.01,RNX2SNX,IGS14|IGS20
TUAO,1,1,1828,1828,-3171161.4134,5183968.0795,1930494.1074,17.7349910,121.4551562,84.831,93.15,RNX2SNX,IGS14|IGS20|ITRF2005
TUBI,1,1,270,270,4211317.0034,2377866.1674,4144663.4428,40.7867271,29.4506882,220.320,0.43,RNX2SNX,IGS20|IGS20_0|ITRF2014_0
TUC2,1,1,2,2,4744543.8067,2119411.9548,3686258.8034,35.5331900,24.0705595,160.915,0.00,REFERENCE,ITRF2014_0
TUCU,1,1,2,2,2386117.1905,-5171223.2996,-2862949.0635,-26.8432548,-65.2303516,485.023,0.00,REFERENCE,ITRF2014_0
TUKT,1,1,2,2,-1532091.4377,-1643291.7322,5949315.9159,69.4382343,-132.9943507,-1.537,0.00,REFERENCE,ITRF2014_0
TUKU,1,1,41,41,-3494516.3144,5264571.2668,865536.9907,7.8516250,123.5754055,72.627,6.41,GPSEST,ITRF2005
TUMA,1,1,52,52,-3188313.2868,5284798.5293,1603054.2964,14.6534884,121.1025356,71.137,0.00,RNX2SNX,ITRF00
TUNA,1,1,53,53,-3187471.7957,5294127.9134,1573851.1629,14.3808618,121.0511720,65.561,0.00,RNX2SNX,ITRF00|ITRF2005
TUVA,1,1,700,700,-6307543.8090,88455.7090,-939277.4226,-8.5252851,179.1965483,38.384,1.12,RNX2SNX,IGS14|IGS14_0|IGS20|IGS20_0|ITRF2014_0
TWTF,1,14,2312,2312,-2994428.4327,4951309.3360,2674496.8001,24.9535642,121.1645028,201.698,140.14,RNX2SNX,IGS00|IGS08|IGb08|ITRF00|ITRF2005
TWTF,2,14,2,2,-3000700.0159,4951838.4466,2680625.6256,24.9895989,121.2148976,6143.679,0.00,GPSEST,ITRF2005
TWTF,3,14,2,2,-3006566.0858,4953240.8147,2684490.7875,25.0050229,121.2573189,11620.758,0.00,GPSEST,ITRF2005
TWTF,4,14,2,2,-3007539.4090,4951193.1081,2676493.2180,24.9444110,121.2760569,7115.341,0.00,GPSEST,ITRF2005
TWTF,5,14,2,2,-3015502.1290,4948865.9608,2671938.6560,24.8989933,121.3552864,7146.421,0.00,GPSEST,ITRF2005
TWTF,6,14,2,2,-2999912.5314,4950367.3733,2689676.4335,25.0699030,121.2157776,8463.235,0.00,GPSEST,ITRF2005
TWTF,7,14,2,2,-2993887.2006,4953430.8117,2693836.3016,25.1057708,121.1490503,9775.252,0.00,GPSEST,ITRF2005
TWTF,8,14,2,2,-3001005.4031,4955450.7501,2695607.0206,25.0995281,121.1989658,15428.127,0.00,GPSEST,ITRF2005
TWTF,9,14,2,2,-3004036.1029,4949697.5717,2699048.3069,25.1403935,121.2541106,13857.204,0.00,GPSEST,ITRF2005
TWTF,10,14,2,2,-2990378.4334,4949686.4012,2708549.8153,25.2450187,121.1384882,11491.615,0.00,GPSEST,ITRF2005
TWTF,11,14,2,2,-3003455.2756,4948806.0913,2699019.7164,25.1442306,121.2537740,12882.357,0.00,GPSEST,ITRF2005
TWTF,12,14,2,2,-2998803.6976,4950716.0293,2684218.3372,25.0263700,121.2046018,5902.002,0.00,GPSEST,ITRF2005
TWTF,13,14,2,2,-3003930.1205,4952331.2129,2691102.5277,25.0671786,121.2396977,12475.270,0.00,GPSEST,ITRF2005
TWTF,14,14,2,2,-2997534.0698,4950131.2232,2682839.4653,25.0195177,121.1968499,4269.517,0.00,GPSEST,ITRF2005
TXGA,1,1,2,2,-463028.9544,-5545823.9584,3105629.4207,29.3278681,-94.7726392,-10.676,0.00,REFERENCE,ITRF2014_0
TXGV,1,1,2,2,-464834.7820,-5547993.4730,3101495.9133,29.2851366,-94.7893014,-17.441,0.00,REFERENCE,ITRF2014_0
TYTY,1,1,52,52,-3192364.3758,5285653.0152,1592228.3742,14.5523691,121.1306256,75.525,0.00,RNX2SNX,ITRF00
UCLP,1,1,2,2,-2519007.2809,-4650672.2715,3552862.8137,34.0691213,-118.4419107,111.544,0.00,REFERENCE,ITRF2014_0
UCLU,1,1,71,63,-2440669.0569,-3416437.0629,4785136.8274,48.9256378,-125.5416406,10.045,0.09,RNX2SNX,IGS00|IGS97|ITRF00|ITRF2005|ITRF2014_0
UCNF,1,1,2,2,1959617.3397,-5506063.4372,-2545790.0226,-23.6789671,-70.4092693,72.782,0.00,REFERENCE,ITRF2014_0
UCOM,1,1,2,2,-1499330.8347,-5838862.1579,2076330.5164,19.1241050,-104.4015267,-9.714,0.00,REFERENCE,ITRF2014_0
UCSF,1,1,2,2,-2709557.0570,-4260015.8053,3884773.2754,37.7629679,-122.4581511,154.613,0.00,REFERENCE,ITRF2014_0
UEPP,1,1,2,2,3687624.3224,-4620818.6603,-2386880.2248,-22.1199036,-51.4085342,430.948,0.00,REFERENCE,ITRF2014_0
UFPR,1,1,700,700,3763751.6916,-4365113.9760,-2724404.4262,-25.4483658,-49.2309556,925.791,0.20,RNX2SNX,IGS14|IGS14_0|IGS20|IGS20_0|ITRF2014_0
ULAB,1,1,328,328,-1257409.1418,4099404.3169,4707992.5307,47.8650663,107.0523331,1575.558,0.75,RNX2SNX,IGS08|IGS20|IGS20_0|IGb08|ITRF00|ITRF2005|ITRF2014_0
ULDI,1,1,270,270,4796680.8792,2930311.7936,-3005435.5401,-28.2931148,31.4209271,607.945,0.37,RNX2SNX,IGS20|IGS20_0|ITRF2014_0
ULLA,1,1,2,2,3384245.1521,-305570.7825,5379585.3876,57.8949745,-5.1593688,65.435,0.00,REFERENCE,ITRF2014_0
UMSS,1,1,2,2,-2791752.1453,5695647.5764,666580.6355,6.0392323,116.1120312,76.357,0.00,REFERENCE,ITRF2014_0
UNB1,1,1,331,331,1761287.8613,-4078238.7165,4561418.0406,45.9502106,-66.6417090,23.045,0.58,RNX2SNX,IGS00|IGS20|IGS20_0|IGS97|ITRF00|ITRF2005|ITRF2014_0
UNB3,1,1,625,625,1761287.7816,-4078238.5203,4561417.8297,45.9502106,-66.6417089,22.746,0.27,RNX2SNX,IGS14|IGS14_0|IGS20|ITRF2014_0
UNBJ,1,1,700,700,1761287.7817,-4078238.5204,4561417.8297,45.9502106,-66.6417089,22.747,0.27,RNX2SNX,IGS14|IGS14_0|IGS20|IGS20_0|ITRF2014_0
UNBN,1,1,625,625,1761287.7816,-4078238.5203,4561417.8297,45.9502106,-66.6417089,22.746,0.27,RNX2SNX,IGS14|IGS14_0|IGS20|ITRF2014_0
UNBT,1,1,625,625,1761287.7816,-4078238.5203,4561417.8297,45.9502106,-66.6417089,22.746,0.27,RNX2SNX,IGS14|IGS14_0|IGS20|ITRF2014_0
UNIP,1,1,2,2,-961121.1303,-5946435.5806,2096809.8241,19.3126972,-99.1813029,2308.246,0.00,REFERENCE,ITRF2014_0
UNPG,1,1,2,2,4555145.6630,997822.5160,4337432.8019,43.1193922,12.3557044,351.097,0.00,REFERENCE,ITRF2014_0
UNPM,1,1,2,2,325739.2105,-5953361.8177,2257796.9801,20.8685025,-86.8681744,-0.458,0.00,REFERENCE,ITRF2014_0
UNSA,1,1,774,766,2412830.4955,-5271936.7947,-2652208.8008,-24.7274542,-65.4076431,1257.778,0.38,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0
UP02,1,1,319,319,-3184327.0824,5287171.5033,1603251.7161,14.6552731,121.0594715,96.344,116.61,GPSEST,ITRF2005|WGS-84
UPAD,1,1,82,64,4389531.2255,923253.6991,4519256.3796,45.4067177,11.8779319,84.028,6.26,RNX2SNX,IGS00|IGS97|ITRF00|ITRF2005|ITRF2014_0|ITRF97
UPO1,1,1,55,55,-5464031.8138,-2446032.4304,2193283.1446,20.2458857,-155.8838123,78.201,0.68,RNX2SNX,ITRF00|ITRF2005|ITRF2014_0
URDANETA,1,1,35,35,-3119485.3212,5279888.9150,1747197.0639,16.0041953,120.5756150,82.703,5.06,GPSEST,ITRF2005
URDT,1,14,1193,1193,-3119572.1986,5280370.0455,1745568.2300,15.9889044,120.5740274,74.507,9.03,RNX2SNX,IGS14|IGS20|ITRF2005
URDT,2,14,4,4,-3128620.8492,5275885.3730,1777365.9855,16.2628538,120.6681082,9626.514,211.72,GPSEST,ITRF2005
URDT,3,14,2,2,-3132870.2490,5280413.0447,1747632.4352,15.9898797,120.6806656,7191.309,0.00,GPSEST,ITRF2005
URDT,4,14,2,2,-3142210.4227,5280229.0787,1743964.4589,15.9466044,120.7564450,10617.244,0.00,GPSEST,ITRF2005
