# Built 2026-09-23 on gps3, together with the file beside it, by ONE command:
#   scripts/build_crd_catalog.py --root /srv/gnss-archive --root $P \
#       --rinex <listing of every RINEX path in the archive, 480,178 lines> \
#       -o docs/bern52/crd_catalog.csv --clusters-out docs/bern52/crd_clusters.csv
# Both files must come from the same invocation: --rinex adds sites that only
# RINEX headers cover, so a run without it yields fewer sites in both.
# One row per distinct MONUMENT, not per site code. A code
# naming two physical marks appears twice. Judge a real
# collision by cluster SIZE and RATIO -- see _cluster_row().
site,cluster,of_clusters,n_rows,n_files,x,y,z,lat,lon,height,spread_m,best_kind,frames
LUCB,2,14,6,6,-3272184.5991,5254487.1874,1532584.4529,13.9961499,121.9122146,65.915,0.00,COORDINATE,ITRF2005
LUCB,3,14,4,4,-3171665.1718,5317817.9572,1525516.9522,13.9303158,120.8127924,70.723,0.00,GPSEST,ITRF2005
LUCB,4,14,4,4,-3245918.5026,5268068.4630,1569200.7008,14.3219210,121.6392843,6806.270,386.79,GPSEST,ITRF2005
LUCB,5,14,4,4,-3246693.7933,5267572.1903,1577051.9630,14.3906168,121.6478067,8737.739,165.95,GPSEST,ITRF2005
LUCB,6,14,2,2,-3260335.2799,5271757.0547,1544010.4031,14.0777957,121.7348535,11011.267,0.00,GPSEST,ITRF2005
LUCB,7,14,2,2,-3242918.9695,5270834.7433,1560347.0131,14.2427036,121.6022064,5380.819,0.00,GPSEST,ITRF2005
LUCB,8,14,2,2,-3236149.1395,5270128.7539,1563604.4890,14.2804477,121.5522152,2164.625,0.00,GPSEST,ITRF2005
LUCB,9,14,2,2,-3243494.7555,5274744.9890,1565739.7340,14.2818057,121.5877844,10229.721,0.00,GPSEST,ITRF2005
LUCB,10,14,2,2,-3232336.9930,5268001.5890,1579283.9135,14.4262147,121.5324188,2363.280,0.00,GPSEST,ITRF2005
LUCB,11,14,2,2,-3249051.5514,5273204.2325,1569673.0705,14.3126262,121.6390374,12752.165,0.00,GPSEST,ITRF2005
LUCB,12,14,2,2,-3242173.7001,5271339.2405,1554866.9861,14.1946400,121.5938821,4072.809,0.00,GPSEST,ITRF2005
LUCB,13,14,2,2,-3246718.8520,5272128.0793,1561774.5537,14.2483232,121.6258834,8730.268,0.00,GPSEST,ITRF2005
LUCB,14,14,2,2,-3240852.0758,5270645.9920,1553478.9077,14.1853241,121.5868208,2488.838,0.00,GPSEST,ITRF2005
LUN1,1,1,53,53,-3085399.6870,5279093.0681,1808630.0395,16.5825574,120.3044235,83.993,1.96,GPSEST,ITRF2005
LUN2,1,1,41,41,-3094048.7423,5282099.8921,1785081.0018,16.3606542,120.3601133,84.248,1.34,GPSEST,ITRF2005
LUZA,1,1,507,507,-3101061.9587,5329167.3388,1627029.9258,14.8775470,120.1952816,81.946,86.41,GPSEST,ITRF2005|WGS-84
LUZB,1,1,498,498,-3123723.3077,5299409.1824,1679948.4771,15.3727705,120.5171158,156.799,175.41,GPSEST,ITRF2005|WGS-84
LUZC,1,1,548,548,-3113517.6957,5271344.4835,1788407.0926,16.3879588,120.5682072,1597.728,94.30,GPSEST,ITRF2005|WGS-84
LUZD,1,1,561,561,-3083378.3499,5243834.1948,1911084.4705,17.5509278,120.4555594,97.620,76.59,GPSEST,ITRF2005|WGS-84
LUZE,1,1,461,461,-3174304.5434,5262734.8200,1700016.8417,15.5610440,121.0969661,116.801,86.43,GPSEST,ITRF2005|WGS-84
LUZF,1,1,558,558,-3171962.7223,5255504.6951,1726962.1038,15.8135549,121.1131040,277.709,78.01,GPSEST,ITRF2005|WGS-84
LUZG,1,1,557,557,-3192900.2617,5213987.8025,1811314.0481,16.6075379,121.4821369,205.268,92.35,GPSEST,ITRF2005|WGS-84
LUZH,1,1,480,480,-3202973.2981,5165094.7641,1928646.7900,17.7174060,121.8038368,106.383,112.44,GPSEST,ITRF2005|WGS-84
LUZI,1,1,438,438,-3204575.9859,5142775.3442,1984260.9184,18.2458456,121.9279378,50.206,107.08,GPSEST,ITRF2005|WGS-84
LUZL,1,1,456,456,-3198609.4098,5279866.6020,1599527.7017,14.6201243,121.2080068,250.304,110.55,GPSEST,ITRF2005|WGS-84
LUZN,1,1,270,270,-3288766.3997,5250772.3512,1510032.0348,13.7860524,122.0605415,119.702,104.69,GPSEST,ITRF2005|WGS-84
LUZP,1,1,254,254,-3188357.1876,5311502.6733,1513096.9693,13.8145054,120.9753004,152.277,162.36,GPSEST,ITRF2005|WGS-84
LUZR,1,1,26,26,-3113272.4338,5271575.3972,1788291.6899,16.3867697,120.5651319,1636.260,3.18,GPSEST,ITRF2005
LUZS,1,1,2,2,-3309350.2160,5225759.4159,1550787.4867,14.1657630,122.3451161,68.866,0.00,RNXHDR,
LWTG,1,1,2,2,3181624.2216,-63327.3782,5509083.8396,60.1540555,-1.1402706,51.606,0.00,REFERENCE,ITRF2014_0
LYC3,1,1,5,5,-3549253.8998,5151094.7879,1241903.3602,11.3026897,124.5679700,240.443,9.27,GPSEST,ITRF2005
LYNS,1,1,2,2,2108477.8066,-1781679.0594,5730747.2170,64.4304805,-40.1980527,174.020,0.00,REFERENCE,ITRF2014_0
LYTT,1,1,2,2,-4588535.8835,585996.6906,-4376497.2636,-43.6058446,172.7222164,18.539,0.00,REFERENCE,ITRF2014_0
LZA1,1,1,13,13,-3100842.6273,5329385.8225,1626745.9782,14.8748846,120.1924989,84.949,2.71,GPSEST,ITRF2005
LZC1,1,1,13,13,-3113503.7352,5271339.9180,1788437.2322,16.3882481,120.5681165,1595.649,12.00,GPSEST,ITRF2005
M0SE,1,1,268,268,4642432.1710,1028629.7965,4236854.4804,41.8931165,12.4932635,120.566,0.27,RNX2SNX,IGS20|IGS20_0
MAA1,1,1,55,55,-3407821.9238,5203043.3312,1408242.2144,12.8407035,123.2234775,61.929,4.41,GPSEST,ITRF2005
MAB1,1,1,78,78,-3428396.8933,5199410.4096,1371765.2744,12.5026261,123.4001337,122.603,695.19,GPSEST,ITRF2005
MAB2,1,1,21,21,-3428013.3028,5199466.2439,1372340.2141,12.5080219,123.3969047,86.462,0.05,GPSEST,ITRF2005
MABN,1,13,1107,1107,-3059781.7367,5312404.4030,1754110.7246,16.0692301,119.9406209,71.667,6.96,RNX2SNX,IGS14|IGS20|ITRF2005
MABN,2,13,4,4,-3068849.5959,5307846.5860,1785849.4889,16.3429639,120.0353094,9491.157,155.85,GPSEST,ITRF2005
MABN,3,13,2,2,-3082570.1941,5312364.8786,1752584.8210,16.0276053,120.1250189,10578.003,0.00,GPSEST,ITRF2005
MABN,4,13,2,2,-3064876.2061,5310917.8250,1769263.0618,16.1975526,119.9888035,5489.275,0.00,GPSEST,ITRF2005
MABN,5,13,2,2,-3059012.1776,5312956.5601,1773396.3621,16.2363169,119.9318130,5527.651,0.00,GPSEST,ITRF2005
MABN,6,13,2,2,-3066275.0350,5316178.3847,1775154.3410,16.2353558,119.9755666,12181.045,0.00,GPSEST,ITRF2005
MABN,7,13,2,2,-3068485.3268,5309245.6922,1778379.2717,16.2756591,120.0258197,8380.929,0.00,GPSEST,ITRF2005
MABN,8,13,2,2,-3054024.8784,5308488.8563,1787801.5475,16.3772903,119.9122335,3468.244,0.00,GPSEST,ITRF2005
MABN,9,13,2,2,-3070969.8754,5313249.3124,1778254.8232,16.2626786,120.0271991,12867.055,0.00,GPSEST,ITRF2005
MABN,10,13,2,2,-3067688.4779,5307996.2616,1778065.2408,16.2766834,120.0252149,6871.759,0.00,GPSEST,ITRF2005
MABN,11,13,2,2,-3064051.4635,5311365.6119,1763589.8654,16.1484124,119.9800374,3885.713,0.00,GPSEST,ITRF2005
MABN,12,13,2,2,-3068701.2925,5312204.1208,1770495.2775,16.2006122,120.0137403,8739.440,0.00,GPSEST,ITRF2005
MABN,13,13,2,2,-3062729.8718,5310665.7739,1762242.7404,16.1399055,119.9726069,2294.540,0.00,GPSEST,ITRF2005
MAC1,1,1,772,772,-3464039.0015,1334173.3315,-5169223.7767,-54.4995249,158.9358285,-6.821,0.95,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
MAC2,1,1,83,83,-3445139.4906,5185359.1078,1382586.1011,12.6029654,123.5999627,57.278,3.34,GPSEST,ITRF2005
MACL,1,1,10,10,-3414753.3755,5199934.0492,1402940.4364,12.7915652,123.2925726,57.215,4.47,GPSEST,ITRF2005
MACR,1,1,86,86,-3141920.7604,5266410.9761,1747902.3709,16.0106601,120.8201415,146.712,7.35,GPSEST,ITRF2005
MACZ,1,2,14,14,-3445139.4944,5185359.1974,1382586.2110,12.6029662,123.5999623,57.377,6.94,GPSEST,ITRF2005
MACZ,2,2,5,5,-3407821.8187,5203043.4395,1408242.2762,12.8407040,123.2234762,61.975,3.35,GPSEST,ITRF2005
MAD1,1,1,62,62,-3459400.9143,5181639.8442,1361004.4758,12.4030955,123.7281301,80.853,203.07,GPSEST,ITRF2005
MAD2,1,2,83,83,-3459403.7305,5181646.1428,1360981.3999,12.4028786,123.7281195,82.540,24.82,GPSEST,ITRF2005
MAD2,2,2,64,64,4849202.4117,-360329.0611,4114913.1323,40.4291612,-4.2496601,829.438,0.25,RNX2SNX,IGS00|IGS97|ITRF00|ITRF2005|ITRF2014_0|ITRF97
MAD3,1,1,10,10,-3459404.1055,5181646.2958,1360981.5190,12.4028790,123.7281216,82.893,1.46,GPSEST,ITRF2005
MADR,1,1,73,64,4849202.4117,-360329.0611,4114913.1323,40.4291612,-4.2496601,829.438,0.25,RNX2SNX,IGS00|IGS97|ITRF00|ITRF2005|ITRF2014_0|ITRF97
MAE1,1,1,144,144,-3450594.7571,5188490.0053,1357226.9394,12.3681586,123.6258119,69.028,6.94,GPSEST,ITRF2005
MAEW,1,1,2,2,-6029779.4624,1275336.2974,-1636706.6438,-14.9680707,168.0575870,74.762,0.00,REFERENCE,ITRF2014_0
MAF1,1,1,60,60,-3480415.2099,5174817.5266,1333200.3448,12.1459164,123.9235033,62.467,1.97,GPSEST,ITRF2005
MAG0,1,1,64,64,-2825810.2077,1581232.9421,5477005.5104,59.5757545,150.7700202,361.838,0.22,RNX2SNX,IGS00|IGS97|ITRF00|ITRF2005|ITRF2014_0|ITRF97
MAGA,1,1,120,120,-3142467.0258,5293418.8909,1663623.3176,15.2200031,120.6957175,81.982,8.92,GPSEST,ITRF2005
MAGU,1,1,619,619,-3613921.1928,5202799.3871,740766.9596,6.7142083,124.7842653,105.836,1.58,RNX2SNX,IGS14|IGS20
MAID,1,1,9,9,1953285.8029,4588973.8399,3966767.6645,38.6848946,66.9430862,2713.594,0.10,REFERENCE,IGS00|IGS97|ITRF97
MAJ1,1,1,1,1,-3413583.6200,5225436.0300,1308630.3500,11.9187687,123.1550965,90.774,0.00,RNXHDR,
MAJA,1,1,53,53,-3001267.1180,5064358.6310,2446967.2050,22.7076498,120.6520554,211.810,0.00,RNX2SNX,ITRF00|ITRF2005
MAJU,1,1,270,270,-6257572.0443,950333.8471,785215.7587,7.1191531,171.3645102,33.694,1.16,RNX2SNX,IGS20|IGS20_0|ITRF2014_0
MAK1,1,1,1,1,-3495222.8170,5172118.9472,1304830.7853,11.8837171,124.0501039,64.530,0.00,RNXHDR,
MAL1,1,3,92,92,-3469749.7367,5167047.5365,1389537.9186,12.6673628,123.8819515,58.020,7.15,GPSEST,ITRF2005
MAL1,2,3,19,19,-3459403.9615,5181646.6232,1360981.5444,12.4028788,123.7281188,83.086,7.49,GPSEST,ITRF2005
MAL1,3,3,1,1,-3450240.9446,5188621.3538,1357646.5462,12.3720311,123.6224341,74.379,0.00,COORDINATE,ITRF2005
MAL2,1,1,703,703,4865385.3469,4110717.5997,-331137.2900,-2.9960523,40.1941476,-20.925,0.63,RNX2SNX,IGS14|IGS14_0|IGS20|IGS20_0|IGb08|ITRF2014_0
MALA,1,4,796,796,-3334172.9193,5210060.6697,1550585.1935,14.1637970,122.6171685,104.081,4.24,RNX2SNX,IGS14|IGS20|ITRF2005
MALA,2,4,108,108,-3443457.0329,5162589.0332,1468722.8441,13.4020439,123.7033655,60.755,3.48,GPSEST,ITRF2005
MALA,3,4,2,2,5103282.1852,-392096.3754,3793147.2014,36.7261158,-4.3935288,119.826,0.00,REFERENCE,ITRF2014_0
MALA,4,4,1,1,-3184296.3529,5287333.3121,1602895.3336,14.6518763,121.0584522,124.953,0.00,COORDINATE,ITRF2005
MALD,1,1,64,64,1803858.2013,6099997.8068,462749.5427,4.1886818,73.5262842,-92.002,0.59,RNX2SNX,IGS00|IGS08|IGb08|ITRF00|ITRF2005|ITRF2014_0
MALG,1,1,1790,1790,-3194107.8143,5190574.3771,1874561.6134,17.2051052,121.6067672,111.222,164.52,RNX2SNX,IGS14|IGS20|ITRF2005
MALI,1,1,781,772,4865366.0069,4110738.0062,-331121.2393,-2.9959081,40.1944001,-23.365,0.89,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
MALL,1,1,2,2,4919369.3938,225499.9777,4039849.8914,39.5526273,2.6245557,62.020,0.00,REFERENCE,ITRF2014_0
MALS,1,16,956,956,-3158746.1675,5295844.6518,1624798.3590,14.8567307,120.8142796,60.985,13.18,RNX2SNX,IGS14|IGS20|ITRF2005
MALS,2,16,4,4,-3167594.4621,5291026.0959,1656497.4531,15.1323301,120.9078183,8651.198,184.04,GPSEST,ITRF2005
MALS,3,16,2,2,-3169938.1621,5296544.7814,1634675.4124,14.9282191,120.9001713,8727.845,0.00,GPSEST,ITRF2005
MALS,4,16,2,2,-3172043.0967,5295924.6496,1626937.9893,14.8594508,120.9198907,7269.881,0.00,GPSEST,ITRF2005
MALS,5,16,2,2,-3030988.8057,4924099.5475,2683158.6098,25.0403976,121.6140316,68.784,0.00,COORDINATE,ITRF2005
MALS,6,16,2,2,-3181533.9627,5296077.4975,1623350.6503,14.8165703,120.9946705,11197.206,0.00,GPSEST,ITRF2005
MALS,7,16,2,2,-3163881.3224,5294369.6487,1639996.4831,14.9862214,120.8622683,5294.272,0.00,GPSEST,ITRF2005
MALS,8,16,2,2,-3158097.9411,5296371.3037,1644188.8126,15.0257001,120.8066002,5176.625,0.00,GPSEST,ITRF2005
MALS,9,16,2,2,-3165804.5458,5300251.2267,1646254.5015,15.0266690,120.8495891,12744.299,0.00,GPSEST,ITRF2005
MALS,10,16,2,2,-3167411.3950,5292619.0712,1649153.0091,15.0653373,120.8987584,7966.950,0.00,GPSEST,ITRF2005
MALS,11,16,2,2,-3153449.5211,5291891.0594,1658821.2313,15.1679465,120.7908071,2974.113,0.00,GPSEST,ITRF2005
MALS,12,16,2,2,-3169839.4817,5296493.3446,1648967.4877,15.0530040,120.8996305,12333.060,0.00,GPSEST,ITRF2005
MALS,13,16,2,2,-3166626.0714,5291316.0746,1648734.7919,15.0652613,120.8987142,6389.184,0.00,GPSEST,ITRF2005
MALS,14,16,2,2,-3163012.5601,5294861.4133,1634358.2445,14.9370825,120.8529971,3815.987,0.00,GPSEST,ITRF2005
MALS,15,16,2,2,-3167559.2325,5295584.6769,1641216.2275,14.9900171,120.8857957,8440.218,0.00,GPSEST,ITRF2005
MALS,16,16,2,2,-3161655.1712,5294072.9037,1632952.5555,14.9280091,120.8459268,2127.136,0.00,GPSEST,ITRF2005
MALY,1,1,619,619,-3190180.3647,5281863.1690,1608954.0979,14.7086145,121.1314596,68.794,0.22,RNX2SNX,IGS14|IGS20
MAMB,1,1,870,870,-3161993.2592,5344957.2008,1449377.6361,13.2223225,120.6078966,77.628,3.71,RNX2SNX,IGS14|IGS20|ITRF2005
MAMN,1,1,53,53,-2965570.6065,5001696.4055,2612487.4671,24.3378318,120.6642510,159.265,0.00,RNX2SNX,ITRF00|ITRF2005
MANA,1,1,60,60,407981.8125,-6222925.7164,1333528.9113,12.1489379,-86.2489942,71.032,0.13,RNX2SNX,IGS08|IGb08|ITRF00|ITRF2005|ITRF2014_0
MANI,1,1,1,1,-3184298.3908,5287336.0726,1602895.3738,14.6518688,121.0584552,128.268,0.00,RNXHDR,
MANL,1,1,140,140,-3177118.3776,5293321.8082,1597133.1726,14.5982148,120.9727118,57.298,0.05,OTHER,WGS-84
MANZ,1,1,4,4,-1489330.6908,-5843667.5730,2070027.8399,19.0638656,-104.2981449,-14.174,0.00,REFERENCE,IGS00
MAPA,1,1,2,2,4005461.1255,-4963550.3329,5162.3594,0.0466868,-51.0973371,-4.235,0.00,REFERENCE,ITRF2014_0
MAR2,1,1,619,619,-3173333.5147,5289843.0097,1615968.6753,14.7741813,120.9591985,63.253,0.21,RNX2SNX,IGS14|IGS20
MAR6,1,1,767,767,2998189.1411,931452.0714,5533398.9553,60.5951464,17.2585331,75.597,0.71,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
MARA,1,1,2,2,1976117.1820,-5948895.1177,1173592.2930,10.6739793,-71.6244302,28.371,0.00,REFERENCE,ITRF2014_0
MARG,1,1,2,2,584120.2680,-1293359.2906,6198091.0078,77.1870371,-65.6946220,670.590,0.00,REFERENCE,ITRF2014_0
MARK,1,17,955,955,-3188285.8931,5285606.6200,1600442.1903,14.6290989,121.0984433,66.662,7.51,RNX2SNX,IGS14|IGS20|ITRF2005
MARK,2,17,4,4,-3030965.1147,4924094.1429,2683167.3721,25.0405343,121.6138597,57.071,0.00,COORDINATE,ITRF2005
MARK,3,17,4,4,-3197131.3986,5280790.4922,1632176.7898,14.9052044,121.1918308,8593.633,183.66,GPSEST,ITRF2005
MARK,4,17,2,2,-3193526.0102,5284828.1407,1606105.5454,14.6739389,121.1438092,3474.661,0.00,GPSEST,ITRF2005
MARK,5,17,2,2,-3199682.6443,5286452.0408,1610384.3246,14.7008349,121.1848794,8985.585,0.00,GPSEST,ITRF2005
MARK,6,17,2,2,-3201574.2613,5285134.7148,1602447.7932,14.6318653,121.2062094,6833.864,0.00,GPSEST,ITRF2005
MARK,7,17,2,2,-3210410.1480,5284472.2831,1598889.6295,14.5916422,121.2794191,9822.861,0.00,GPSEST,ITRF2005
MARK,8,17,2,2,-3193228.4389,5283723.3208,1615412.2650,14.7577621,121.1467485,4775.394,0.00,GPSEST,ITRF2005
MARK,9,17,2,2,-3187575.2686,5286392.3954,1620043.5451,14.7996680,121.0890284,5341.278,0.00,GPSEST,ITRF2005
MARK,10,17,2,2,-3194102.2098,5288022.0276,1620851.4067,14.7957266,121.1330630,10157.183,0.00,GPSEST,ITRF2005
MARK,11,17,2,2,-3196793.2383,5282390.3795,1624692.5589,14.8371492,121.1814575,7826.423,0.00,GPSEST,ITRF2005
MARK,12,17,2,2,-3182687.1690,5281272.5689,1634401.5054,14.9410225,121.0746976,2349.045,0.00,GPSEST,ITRF2005
MARK,13,17,2,2,-3199252.2702,5286024.5637,1624554.0868,14.8258189,121.1835178,12027.300,0.00,GPSEST,ITRF2005
MARK,14,17,2,2,-3196153.8120,5281051.0906,1624335.4408,14.8374470,121.1828160,6307.352,0.00,GPSEST,ITRF2005
MARK,15,17,2,2,-3192550.7895,5284535.1572,1609988.4068,14.7095948,121.1374696,3729.025,0.00,GPSEST,ITRF2005
MARK,16,17,2,2,-3197134.1041,5285326.7139,1616858.5893,14.7625848,121.1700609,8424.818,0.00,GPSEST,ITRF2005
MARK,17,17,2,2,-3191239.0392,5283911.7266,1608647.1579,14.7006543,121.1300404,2216.393,0.00,GPSEST,ITRF2005
MARL,1,1,1355,1355,-3172358.9528,5290608.4893,1615329.6643,14.7682393,120.9477789,50.407,1.98,RNX2SNX,IGS14|IGS20|ITRF2005
MARN,1,1,2,2,3448359.2936,2680706.1859,-4632432.3587,-46.8764560,37.8609941,61.913,0.00,REFERENCE,ITRF2014_0
MARS,1,1,7,7,4630532.9015,433946.1491,4350142.6161,43.2787683,5.3537851,61.824,0.38,REFERENCE,IGS97|ITRF2014_0|ITRF97
MAS1,1,1,781,772,5439192.1263,-1522055.1129,2953455.1524,27.7637445,-15.6332723,197.124,0.70,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
MASA,1,3,124,124,-3408508.3001,5202682.1140,1407920.8310,12.8377226,123.2305899,62.609,83.08,GPSEST,ITRF2005
MASA,2,3,1,1,-3450307.7700,5188527.5200,1357546.2300,12.3712251,123.6234235,12.709,0.00,COORDINATE,ITRF2005
MASA,3,3,1,1,-3459394.3800,5181615.5100,1361072.4100,12.4037416,123.7282044,72.135,0.00,COORDINATE,ITRF2005
MASB,1,1,104,104,-3428029.3891,5199458.4960,1372327.7067,12.5079068,123.3970675,86.082,5.05,GPSEST,ITRF2005
MASC,1,1,186,186,-3445134.8168,5185431.7525,1382358.8000,12.6008460,123.5995569,64.212,964.65,GPSEST,ITRF2005
MASD,1,1,122,122,-3459415.4620,5181643.5115,1360959.9992,12.4026812,123.7282227,82.168,116.05,GPSEST,ITRF2005
MASE,1,1,483,483,-3450326.7092,5188571.2776,1357576.4449,12.3714010,123.6233457,65.017,191.61,GPSEST,ITRF2005
MASF,1,3,207,207,-3480424.9687,5174809.6035,1333204.8782,12.1459587,123.9236184,62.318,164.59,GPSEST,ITRF2005
MASF,2,3,1,1,-3459428.8700,5181660.9400,1361011.7800,12.4030958,123.7282362,114.717,0.00,COORDINATE,ITRF2005
MASF,3,3,1,1,-3087542.3504,5297592.8112,1750208.8950,16.0325938,120.2344821,51.066,0.00,COORDINATE,ITRF2005
MASG,1,3,489,489,-3468114.3387,5182168.6263,1336745.2929,12.1786679,123.7920195,77.428,66.48,GPSEST,ITRF2005
MASG,2,3,1,1,-3398376.9600,5233041.6200,1317407.7300,12.0000000,123.0000000,24.997,0.00,COORDINATE,ITRF2005
MASG,3,3,1,1,-3480459.6200,5174848.8700,1333196.5400,12.1457862,123.9236812,111.323,0.00,COORDINATE,ITRF2005
MASH,1,2,232,232,-3469711.3846,5180257.6878,1340282.5903,12.2112572,123.8139831,141.020,95.70,GPSEST,ITRF2005
MASH,2,2,1,1,-3468522.2600,5181216.6900,1339037.7100,12.2000000,123.8000000,9.995,0.00,COORDINATE,ITRF2005
MASI,1,2,238,238,-3441833.1716,5198359.1469,1341711.1851,12.2246169,123.5085395,66.081,54.93,GPSEST,ITRF2005
MASI,2,2,1,1,-3408518.3700,5202645.5900,1407930.5000,12.8378581,123.2308519,40.350,0.00,COORDINATE,ITRF2005
MASJ,1,2,161,161,-3415474.9631,5220840.9591,1321744.3471,12.0400079,123.1927178,62.707,264.78,GPSEST,ITRF2005
MASJ,2,2,1,1,-3087542.3504,5297592.8112,1750208.8950,16.0325938,120.2344821,51.066,0.00,COORDINATE,ITRF2005
MASK,1,1,204,204,-3495221.8332,5172116.5159,1304829.3030,11.8837088,124.0501089,61.715,410.86,GPSEST,ITRF2005
MASL,1,1,78,78,-3469749.7931,5167047.3241,1389537.6695,12.6673609,123.8819530,57.824,9.44,GPSEST,ITRF2005
MASM,1,2,619,619,-3639110.1354,5197786.3609,647149.8276,5.8625659,124.9969003,86.186,2.72,RNX2SNX,IGS14|IGS20
MASM,2,2,15,15,-3421437.0828,5211708.6423,1342060.4723,12.2278585,123.2845176,60.517,4.02,GPSEST,ITRF2005
MASP,1,1,27,9,5439192.2462,-1522055.5797,2953454.7677,27.7637404,-15.6332765,197.159,10.09,REFERENCE,IGS00|IGS97|ITRF97
MASU,1,1,5,5,-3467131.2543,5181558.0871,1341586.9454,12.2234594,123.7876318,70.339,5.83,GPSEST,ITRF2005
MAT1,1,1,691,691,4641951.0783,1393054.0402,4133281.1605,40.6490655,16.7045518,534.529,0.87,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0
MATE,1,1,790,772,4641949.1809,1393045.8121,4133287.7615,40.6491352,16.7044651,535.655,0.87,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
MATH,1,1,2,2,-2443215.7009,-4706037.1703,3533477.7504,33.8566862,-117.4368165,396.868,0.00,REFERENCE,ITRF2014_0
MAUB,1,16,1161,1161,-3252861.0723,5260329.6236,1553383.0069,14.1899723,121.7316478,62.895,111.32,RNX2SNX,IGS14|IGS20|ITRF2005
MAUB,2,16,4,4,-3260844.2681,5255936.4971,1577289.0384,14.3981969,121.8159468,6419.706,453.86,GPSEST,ITRF2005
MAUB,3,16,4,4,-3261583.7725,5255415.7123,1585095.1939,14.4665619,121.8243110,8314.344,158.70,GPSEST,ITRF2005
MAUB,4,16,2,2,-3258052.3223,5259539.2185,1559014.4623,14.2347294,121.7763866,3442.385,0.00,GPSEST,ITRF2005
MAUB,5,16,2,2,-3264037.6608,5260991.3418,1563307.0507,14.2625452,121.8163975,8751.821,0.00,GPSEST,ITRF2005
MAUB,6,16,2,2,-3266273.4119,5260066.3851,1555441.8412,14.1928525,121.8384901,7199.853,0.00,GPSEST,ITRF2005
MAUB,7,16,2,2,-3275182.4912,5259563.9031,1551926.4510,14.1526360,121.9109305,10486.764,0.00,GPSEST,ITRF2005
MAUB,8,16,2,2,-3257835.3846,5258574.4508,1568411.5771,14.3190665,121.7793842,4854.260,0.00,GPSEST,ITRF2005
MAUB,9,16,2,2,-3250764.0113,5257546.7460,1571568.1957,14.3569751,121.7286820,1183.757,0.00,GPSEST,ITRF2005
MAUB,10,16,2,2,-3258546.1037,5262613.1796,1573728.5496,14.3570584,121.7652881,9860.103,0.00,GPSEST,ITRF2005
MAUB,11,16,2,2,-3247436.4770,5256150.1341,1587428.3692,14.5023743,121.7092470,2291.171,0.00,GPSEST,ITRF2005
MAUB,12,16,2,2,-3263835.4640,5260833.7233,1577553.8239,14.3876386,121.8155764,12043.754,0.00,GPSEST,ITRF2005
MAUB,13,16,2,2,-3267114.6849,5258123.9668,1584239.7706,14.4473331,121.8545888,13154.068,0.00,GPSEST,ITRF2005
MAUB,14,16,2,2,-3257083.6581,5259191.0467,1562916.9778,14.2706890,121.7704578,3621.937,0.00,GPSEST,ITRF2005
MAUB,15,16,2,2,-3261627.1323,5259981.4176,1569810.6877,14.3241739,121.8023641,8294.564,0.00,GPSEST,ITRF2005
MAUB,16,16,2,2,-3255735.6968,5258483.2120,1561532.6644,14.2614881,121.7632939,2009.797,0.00,GPSEST,ITRF2005
MAUI,1,1,771,767,-5466069.1512,-2404326.8128,2242128.0923,20.7066608,-156.2570362,3062.087,132.68,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
MAW1,1,1,767,767,1111287.2247,2168911.1708,-5874493.5985,-67.6047670,62.8707135,59.115,0.25,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
MAYA,1,1,72,72,-3161822.2519,5271446.4508,1696155.9801,15.5249313,120.9553992,76.047,3.59,GPSEST,ITRF2005
MAYZ,1,1,2,2,2352504.3793,-5585159.4958,1981262.2537,18.2175856,-67.1588674,-38.620,0.00,REFERENCE,ITRF2014_0
MBAR,1,1,766,766,5482951.0559,3260442.9809,-66519.5228,-0.6014661,30.7378803,1337.538,0.87,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0
MCD1,1,1,2,2,733468.1554,-5595633.4802,2961793.1835,27.8498217,-82.5323205,-15.887,0.00,REFERENCE,ITRF2014_0
